order_id,product_id,store_id,quantity,sales_amount,order_date
182,97,6,6,154.68,2026-09-22
183,13,13,4,339.96,2026-09-22
184,88,15,4,389.04,2026-09-22
185,29,5,8,591.68,2026-09-22
186,29,12,4,295.84,2026-09-22
187,45,19,2,82.12,2026-09-22
188,36,11,4,83.96,2026-09-22
189,27,20,5,262.5,2026-09-22
190,11,6,8,91.52,2026-09-22
191,6,15,8,96.64,2026-09-22
192,90,18,8,136.48,2026-09-22
193,89,15,1,45.89,2026-09-22
194,60,16,4,249.04,2026-09-22
195,68,5,5,375.1,2026-09-22
196,72,9,1,59.75,2026-09-22
197,51,9,8,448.72,2026-09-22
198,86,1,7,205.94,2026-09-22
199,46,14,5,288.9,2026-09-22
200,36,1,6,125.94,2026-09-22
201,63,19,6,69.78,2026-09-22
202,40,15,5,201.95,2026-09-22
203,73,9,5,83.9,2026-09-22
204,74,9,4,101.0,2026-09-22
205,35,11,4,118.64,2026-09-22
206,38,7,2,174.94,2026-09-22
207,82,17,2,80.84,2026-09-22
208,43,7,3,111.24,2026-09-22
209,52,1,6,567.9,2026-09-22
210,49,18,6,141.36,2026-09-22
211,85,7,1,21.44,2026-09-22
212,81,9,4,327.4,2026-09-22
213,49,8,4,94.24,2026-09-22
214,49,1,7,164.92,2026-09-22
215,96,19,7,145.67,2026-09-22
216,56,17,3,100.41,2026-09-22
217,45,19,8,328.48,2026-09-22
218,18,14,1,58.57,2026-09-22
219,47,2,2,86.54,2026-09-22
220,92,18,1,15.24,2026-09-22
221,94,19,6,211.14,2026-09-22
222,63,1,4,46.52,2026-09-22
223,8,7,7,443.24,2026-09-22
224,3,14,3,263.88,2026-09-22
225,34,18,1,36.61,2026-09-22
226,7,1,8,343.76,2026-09-22
227,57,3,7,637.28,2026-09-22
228,88,8,7,680.82,2026-09-22
229,54,15,9,838.98,2026-09-22
230,67,1,3,185.76,2026-09-22
231,92,2,8,121.92,2026-09-22
232,35,14,8,237.28,2026-09-22
233,32,14,8,468.72,2026-09-22
234,16,20,4,378.2,2026-09-22
235,37,14,6,183.06,2026-09-22
236,95,16,7,334.32,2026-09-22
237,82,10,7,282.94,2026-09-22
238,7,19,1,42.97,2026-09-22
239,19,18,4,141.12,2026-09-22
240,2,15,1,24.04,2026-09-22
241,69,11,4,316.68,2026-09-22
242,2,12,3,72.12,2026-09-22
243,20,5,5,83.55,2026-09-22
244,38,2,9,787.23,2026-09-22
245,53,20,3,212.43,2026-09-22
246,86,17,8,235.36,2026-09-22
247,74,14,8,202.0,2026-09-22
248,87,18,1,27.49,2026-09-22
249,81,8,9,736.65,2026-09-22
250,66,7,9,812.52,2026-09-22
251,73,11,6,100.68,2026-09-22
252,4,5,2,194.58,2026-09-22
253,75,18,6,562.2,2026-09-22
254,85,9,4,85.76,2026-09-22
255,38,17,2,174.94,2026-09-22
256,37,6,9,274.59,2026-09-22
257,76,10,7,230.09,2026-09-22
258,86,6,5,147.1,2026-09-22
259,91,2,8,138.24,2026-09-22
260,12,7,9,446.49,2026-09-22
261,10,14,1,94.8,2026-09-22
262,64,11,2,138.38,2026-09-22
263,65,4,3,129.27,2026-09-22
264,26,11,5,316.1,2026-09-22
265,40,17,4,161.56,2026-09-22
266,59,8,7,474.46,2026-09-22
267,99,2,6,392.58,2026-09-22
268,55,5,8,206.0,2026-09-22
269,56,4,1,33.47,2026-09-22
270,20,3,3,50.13,2026-09-22
271,81,9,2,163.7,2026-09-22
272,26,9,2,126.44,2026-09-22
273,73,17,8,134.24,2026-09-22
274,1,11,9,238.59,2026-09-22
275,42,7,9,289.98,2026-09-22
276,35,18,3,88.98,2026-09-22
277,44,6,3,194.58,2026-09-22
278,98,5,3,157.83,2026-09-22
279,44,17,1,64.86,2026-09-22
280,74,17,9,227.25,2026-09-22
281,47,19,8,346.16,2026-09-22
282,8,17,5,316.6,2026-09-22
283,87,16,5,137.45,2026-09-22
284,70,18,8,418.4,2026-09-22
285,89,13,9,413.01,2026-09-22
286,26,17,7,442.54,2026-09-22
287,23,7,5,322.7,2026-09-22
288,14,7,5,132.0,2026-09-22
289,9,16,3,213.69,2026-09-22
290,72,18,2,119.5,2026-09-22
291,95,7,4,191.04,2026-09-22
292,99,10,2,130.86,2026-09-22
293,17,3,8,772.08,2026-09-22
294,60,3,2,124.52,2026-09-22
295,37,12,8,244.08,2026-09-22
296,39,17,8,429.04,2026-09-22
297,4,13,6,583.74,2026-09-22
298,82,16,1,40.42,2026-09-22
299,42,3,2,64.44,2026-09-22
300,42,13,2,64.44,2026-09-22
301,13,3,2,169.98,2026-09-22
302,39,17,4,214.52,2026-09-22
303,93,12,5,157.9,2026-09-22
304,57,12,8,728.32,2026-09-22
305,10,7,9,853.2,2026-09-22
306,84,1,5,63.75,2026-09-22
307,94,3,1,35.19,2026-09-22
308,45,18,8,328.48,2026-09-22
309,68,5,2,150.04,2026-09-22
310,25,14,1,18.59,2026-09-22
311,79,15,9,745.56,2026-09-22
312,49,4,9,212.04,2026-09-22
313,12,5,5,248.05,2026-09-22
314,43,7,6,222.48,2026-09-22
315,56,11,8,267.76,2026-09-22
316,62,7,2,137.36,2026-09-22
317,52,8,4,378.6,2026-09-22
318,20,19,6,100.26,2026-09-22
319,74,9,2,50.5,2026-09-22
320,3,6,8,703.68,2026-09-22
321,5,15,5,132.55,2026-09-22
322,87,9,1,27.49,2026-09-22
323,99,17,4,261.72,2026-09-22
324,61,18,3,31.38,2026-09-22
325,82,3,1,40.42,2026-09-22
326,32,6,3,175.77,2026-09-22
327,13,15,8,679.92,2026-09-22
328,89,4,9,413.01,2026-09-22
329,14,2,5,132.0,2026-09-22
330,11,3,9,102.96,2026-09-22
331,92,3,9,137.16,2026-09-22
332,25,12,2,37.18,2026-09-22
333,42,15,9,289.98,2026-09-22
334,40,5,9,363.51,2026-09-22
335,11,15,2,22.88,2026-09-22
336,38,5,8,699.76,2026-09-22
337,48,6,2,197.02,2026-09-22
338,37,13,5,152.55,2026-09-22
339,81,8,2,163.7,2026-09-22
340,45,3,3,123.18,2026-09-22
341,56,2,8,267.76,2026-09-22
342,40,6,1,40.39,2026-09-22
343,88,16,3,291.78,2026-09-22
344,40,16,1,40.39,2026-09-22
345,41,10,9,384.57,2026-09-22
346,100,7,6,200.88,2026-09-22
347,5,19,9,238.59,2026-09-22
348,31,10,7,424.83,2026-09-22
349,10,7,5,474.0,2026-09-22
350,31,4,2,121.38,2026-09-22
351,2,2,7,168.28,2026-09-22
352,96,9,1,20.81,2026-09-22
353,17,2,8,772.08,2026-09-22
354,60,13,8,498.08,2026-09-22
355,35,19,6,177.96,2026-09-22
356,30,10,7,137.97,2026-09-22
357,96,15,2,41.62,2026-09-22
358,94,4,5,175.95,2026-09-22
359,20,18,4,66.84,2026-09-22
360,68,12,1,75.02,2026-09-22
361,22,10,1,73.62,2026-09-22
362,65,18,6,258.54,2026-09-22
363,50,3,4,252.72,2026-09-22
364,52,11,7,662.55,2026-09-22
365,33,15,6,435.18,2026-09-22
366,79,11,3,248.52,2026-09-22
367,58,2,7,290.01,2026-09-22
368,46,4,2,115.56,2026-09-22
369,81,13,3,245.55,2026-09-22
370,39,11,7,375.41,2026-09-22
371,32,15,2,117.18,2026-09-22
372,78,11,4,295.2,2026-09-22
373,27,17,3,157.5,2026-09-22
374,56,15,5,167.35,2026-09-22
375,80,20,5,325.2,2026-09-22
376,6,5,3,36.24,2026-09-22
377,3,6,1,87.96,2026-09-22
378,15,3,2,122.18,2026-09-22
379,64,12,1,69.19,2026-09-22
380,18,14,8,468.56,2026-09-22
381,89,8,1,45.89,2026-09-22
382,79,20,2,165.68,2026-09-22
383,71,12,3,34.17,2026-09-22
384,53,3,8,566.48,2026-09-22
385,20,14,9,150.39,2026-09-22
386,71,12,1,11.39,2026-09-22
387,84,9,4,51.0,2026-09-22
388,38,2,9,787.23,2026-09-22
389,88,11,8,778.08,2026-09-22
390,64,8,1,69.19,2026-09-22
391,21,18,2,55.76,2026-09-22
392,95,11,6,286.56,2026-09-22
393,45,1,9,369.54,2026-09-22
394,41,11,8,341.84,2026-09-22
395,86,9,3,88.26,2026-09-22
396,17,14,9,868.59,2026-09-22
397,32,20,6,351.54,2026-09-22
398,33,18,8,580.24,2026-09-22
399,97,1,2,51.56,2026-09-22
400,33,13,9,652.77,2026-09-22
401,30,13,1,19.71,2026-09-22
402,26,7,6,379.32,2026-09-22
403,66,7,6,541.68,2026-09-22
404,90,15,2,34.12,2026-09-22
405,98,12,7,368.27,2026-09-22
406,49,11,8,188.48,2026-09-22
407,61,6,3,31.38,2026-09-22
408,9,9,6,427.38,2026-09-22
409,95,18,9,429.84,2026-09-22
410,76,8,8,262.96,2026-09-22
411,50,15,4,252.72,2026-09-22
412,7,16,4,171.88,2026-09-22
413,4,3,6,583.74,2026-09-22
414,41,12,2,85.46,2026-09-22
415,87,13,9,247.41,2026-09-22
416,19,14,7,246.96,2026-09-22
417,100,19,8,267.84,2026-09-22
418,44,6,2,129.72,2026-09-22
419,18,5,3,175.71,2026-09-22
420,96,9,8,166.48,2026-09-22
421,59,10,3,203.34,2026-09-22
422,35,15,6,177.96,2026-09-22
423,97,12,7,180.46,2026-09-22
424,49,20,5,117.8,2026-09-22
425,37,12,4,122.04,2026-09-22
426,20,18,8,133.68,2026-09-22
427,49,9,3,70.68,2026-09-22
428,36,2,5,104.95,2026-09-22
429,100,15,2,66.96,2026-09-22
430,34,6,4,146.44,2026-09-22
431,39,19,3,160.89,2026-09-22
432,58,12,6,248.58,2026-09-22
433,3,8,2,175.92,2026-09-22
434,21,3,1,27.88,2026-09-22
435,26,4,8,505.76,2026-09-22
436,94,10,7,246.33,2026-09-22
437,44,5,2,129.72,2026-09-22
438,69,13,6,475.02,2026-09-22
439,41,15,6,256.38,2026-09-22
440,14,7,8,211.2,2026-09-22
441,89,2,4,183.56,2026-09-22
442,70,2,1,52.3,2026-09-22
443,35,5,5,148.3,2026-09-22
444,65,12,8,344.72,2026-09-22
445,56,13,4,133.88,2026-09-22
446,23,14,3,193.62,2026-09-22
447,80,1,9,585.36,2026-09-22
448,5,8,4,106.04,2026-09-22
449,43,20,1,37.08,2026-09-22
450,28,11,9,674.64,2026-09-22
451,37,12,5,152.55,2026-09-22
452,37,17,1,30.51,2026-09-22
453,44,15,8,518.88,2026-09-22
454,79,12,6,497.04,2026-09-22
455,61,18,4,41.84,2026-09-22
456,78,9,2,147.6,2026-09-22
457,37,1,4,122.04,2026-09-22
458,35,5,6,177.96,2026-09-22
459,59,1,5,338.9,2026-09-22
460,51,18,4,224.36,2026-09-22
461,88,18,2,194.52,2026-09-22
462,29,7,9,665.64,2026-09-22
463,95,15,8,382.08,2026-09-22
464,43,12,2,74.16,2026-09-22
465,38,13,4,349.88,2026-09-22
466,52,10,2,189.3,2026-09-22
467,8,1,2,126.64,2026-09-22
468,8,5,6,379.92,2026-09-22
469,86,1,2,58.84,2026-09-22
470,55,11,7,180.25,2026-09-22
471,74,18,2,50.5,2026-09-22
472,17,15,8,772.08,2026-09-22
473,76,14,8,262.96,2026-09-22
474,68,1,1,75.02,2026-09-22
475,19,16,5,176.4,2026-09-22
476,69,2,9,712.53,2026-09-22
477,64,9,6,415.14,2026-09-22
478,33,16,9,652.77,2026-09-22
479,13,13,9,764.91,2026-09-22
480,31,11,9,546.21,2026-09-22
481,68,6,2,150.04,2026-09-22
482,4,19,6,583.74,2026-09-22
483,70,18,2,104.6,2026-09-22
484,13,19,9,764.91,2026-09-22
485,75,7,1,93.7,2026-09-22
486,89,15,5,229.45,2026-09-22
487,65,15,7,301.63,2026-09-22
488,21,1,3,83.64,2026-09-22
489,49,3,1,23.56,2026-09-22
490,44,11,6,389.16,2026-09-22
491,99,14,8,523.44,2026-09-22
492,78,14,2,147.6,2026-09-22
493,9,8,3,213.69,2026-09-22
494,48,6,2,197.02,2026-09-22
495,28,12,5,374.8,2026-09-22
496,5,16,2,53.02,2026-09-22
497,37,15,4,122.04,2026-09-22
498,43,6,7,259.56,2026-09-22
499,46,12,2,115.56,2026-09-22
500,43,11,5,185.4,2026-09-22
501,80,15,5,325.2,2026-09-22
502,25,11,4,74.36,2026-09-22
503,51,13,4,224.36,2026-09-22
504,86,2,3,88.26,2026-09-22
505,78,16,4,295.2,2026-09-22
506,52,8,3,283.95,2026-09-22
507,16,18,4,378.2,2026-09-22
508,2,13,1,24.04,2026-09-22
509,4,11,9,875.61,2026-09-22
510,7,13,7,300.79,2026-09-22
511,31,17,7,424.83,2026-09-22
512,42,4,8,257.76,2026-09-22
513,84,7,4,51.0,2026-09-22
514,54,12,1,93.22,2026-09-22
515,45,9,7,287.42,2026-09-22
516,26,15,9,568.98,2026-09-22
517,10,10,8,758.4,2026-09-22
518,72,16,8,478.0,2026-09-22
519,49,4,5,117.8,2026-09-22
520,50,19,8,505.44,2026-09-22
521,100,10,7,234.36,2026-09-22
522,89,19,2,91.78,2026-09-22
523,36,18,1,20.99,2026-09-22
524,69,3,1,79.17,2026-09-22
525,98,17,1,52.61,2026-09-22
526,22,15,5,368.1,2026-09-22
527,35,11,7,207.62,2026-09-22
528,10,14,9,853.2,2026-09-22
529,77,2,9,690.03,2026-09-22
530,64,7,3,207.57,2026-09-22
531,85,3,2,42.88,2026-09-22
532,42,7,6,193.32,2026-09-22
533,41,11,1,42.73,2026-09-22
534,24,4,3,277.05,2026-09-22
535,90,10,6,102.36,2026-09-22
536,32,13,7,410.13,2026-09-22
537,36,5,8,167.92,2026-09-22
538,97,3,4,103.12,2026-09-22
539,73,1,8,134.24,2026-09-22
540,70,7,9,470.7,2026-09-22
541,68,2,1,75.02,2026-09-22
542,60,12,5,311.3,2026-09-22
543,27,8,5,262.5,2026-09-22
544,72,3,2,119.5,2026-09-22
545,44,6,3,194.58,2026-09-22
546,2,12,7,168.28,2026-09-22
547,2,17,6,144.24,2026-09-22
548,35,20,2,59.32,2026-09-22
549,8,12,6,379.92,2026-09-22
550,58,5,4,165.72,2026-09-22
551,77,16,9,690.03,2026-09-22
552,62,16,9,618.12,2026-09-22
553,12,16,1,49.61,2026-09-22
554,12,20,8,396.88,2026-09-22
555,3,19,7,615.72,2026-09-22
556,5,8,4,106.04,2026-09-22
557,65,20,9,387.81,2026-09-22
558,70,18,6,313.8,2026-09-22
559,72,1,7,418.25,2026-09-22
560,16,20,6,567.3,2026-09-22
561,98,1,4,210.44,2026-09-22
562,23,13,2,129.08,2026-09-22
563,66,2,9,812.52,2026-09-22
564,91,9,9,155.52,2026-09-22
565,65,20,3,129.27,2026-09-22
566,62,4,7,480.76,2026-09-22
567,82,6,7,282.94,2026-09-22
568,35,11,6,177.96,2026-09-22
569,15,5,6,366.54,2026-09-22
570,12,10,1,49.61,2026-09-22
571,38,13,2,174.94,2026-09-22
572,35,10,8,237.28,2026-09-22
573,30,3,6,118.26,2026-09-22
574,80,20,7,455.28,2026-09-22
575,14,15,9,237.6,2026-09-22
576,21,2,3,83.64,2026-09-22
577,91,3,2,34.56,2026-09-22
578,82,18,4,161.68,2026-09-22
579,10,2,9,853.2,2026-09-22
580,25,1,6,111.54,2026-09-22
581,36,14,1,20.99,2026-09-22
582,80,14,6,390.24,2026-09-22
583,52,3,3,283.95,2026-09-22
584,41,13,6,256.38,2026-09-22
585,98,2,8,420.88,2026-09-22
586,68,15,9,675.18,2026-09-22
587,68,18,4,300.08,2026-09-22
588,93,11,6,189.48,2026-09-22
589,2,19,7,168.28,2026-09-22
590,31,5,3,182.07,2026-09-22
591,83,10,2,103.8,2026-09-22
592,89,11,2,91.78,2026-09-22
593,50,15,8,505.44,2026-09-22
594,73,19,7,117.46,2026-09-22
595,9,9,3,213.69,2026-09-22
596,28,7,3,224.88,2026-09-22
597,80,4,1,65.04,2026-09-22
598,4,8,7,681.03,2026-09-22
599,17,7,5,482.55,2026-09-22
600,52,4,4,378.6,2026-09-22
601,38,18,7,612.29,2026-09-22
602,63,20,5,58.15,2026-09-22
603,63,7,3,34.89,2026-09-22
604,27,14,6,315.0,2026-09-22
605,71,5,5,56.95,2026-09-22
606,55,6,2,51.5,2026-09-22
607,79,10,5,414.2,2026-09-22
608,87,7,8,219.92,2026-09-22
609,5,13,1,26.51,2026-09-22
610,85,13,2,42.88,2026-09-22
611,85,18,5,107.2,2026-09-22
612,45,17,4,164.24,2026-09-22
613,99,11,1,65.43,2026-09-22
614,63,20,5,58.15,2026-09-22
615,55,4,5,128.75,2026-09-22
616,34,16,4,146.44,2026-09-22
617,82,3,8,323.36,2026-09-22
618,93,6,4,126.32,2026-09-22
619,42,10,5,161.1,2026-09-22
620,13,9,1,84.99,2026-09-22
621,64,9,1,69.19,2026-09-22
622,41,2,1,42.73,2026-09-22
623,60,10,1,62.26,2026-09-22
624,58,11,8,331.44,2026-09-22
625,34,8,8,292.88,2026-09-22
626,49,13,1,23.56,2026-09-22
627,83,12,5,259.5,2026-09-22
628,65,5,7,301.63,2026-09-22
629,8,11,8,506.56,2026-09-22
630,1,3,3,79.53,2026-09-22
631,24,5,1,92.35,2026-09-22
632,20,8,5,83.55,2026-09-22
633,58,11,4,165.72,2026-09-22
634,52,7,3,283.95,2026-09-22
635,28,11,3,224.88,2026-09-22
636,58,5,5,207.15,2026-09-22
637,94,8,6,211.14,2026-09-22
638,64,15,6,415.14,2026-09-22
639,96,8,1,20.81,2026-09-22
640,25,2,9,167.31,2026-09-22
641,79,3,2,165.68,2026-09-22
642,49,4,4,94.24,2026-09-22
643,78,9,9,664.2,2026-09-22
644,89,18,7,321.23,2026-09-22
645,10,4,5,474.0,2026-09-22
646,12,2,8,396.88,2026-09-22
647,13,16,5,424.95,2026-09-22
648,32,11,2,117.18,2026-09-22
649,10,8,1,94.8,2026-09-22
650,18,9,7,409.99,2026-09-22
651,25,14,8,148.72,2026-09-22
652,89,20,2,91.78,2026-09-22
653,30,12,4,78.84,2026-09-22
654,32,14,3,175.77,2026-09-22
655,21,7,3,83.64,2026-09-22
656,12,15,9,446.49,2026-09-22
657,18,13,5,292.85,2026-09-22
658,21,14,8,223.04,2026-09-22
659,7,12,7,300.79,2026-09-22
660,96,11,6,124.86,2026-09-22
661,89,13,6,275.34,2026-09-22
662,82,15,2,80.84,2026-09-22
663,52,15,2,189.3,2026-09-22
664,23,12,8,516.32,2026-09-22
665,77,11,6,460.02,2026-09-22
666,37,3,1,30.51,2026-09-22
667,63,19,6,69.78,2026-09-22
668,23,12,7,451.78,2026-09-22
669,25,15,5,92.95,2026-09-22
670,8,1,8,506.56,2026-09-22
671,5,1,3,79.53,2026-09-22
672,4,3,8,778.32,2026-09-22
673,96,11,2,41.62,2026-09-22
674,89,14,5,229.45,2026-09-22
675,91,9,2,34.56,2026-09-22
676,13,20,9,764.91,2026-09-22
677,36,10,6,125.94,2026-09-22
678,90,12,6,102.36,2026-09-22
679,81,2,9,736.65,2026-09-22
680,53,20,9,637.29,2026-09-22
681,75,6,3,281.1,2026-09-22
682,56,5,3,100.41,2026-09-22
683,58,15,4,165.72,2026-09-22
684,4,10,4,389.16,2026-09-22
685,24,3,6,554.1,2026-09-22
686,26,6,5,316.1,2026-09-22
687,85,8,6,128.64,2026-09-22
688,21,14,6,167.28,2026-09-22
689,4,13,9,875.61,2026-09-22
690,20,7,1,16.71,2026-09-22
691,4,5,3,291.87,2026-09-22
692,80,20,7,455.28,2026-09-22
693,4,2,8,778.32,2026-09-22
694,30,19,2,39.42,2026-09-22
695,31,17,3,182.07,2026-09-22
696,63,13,3,34.89,2026-09-22
697,76,4,6,197.22,2026-09-22
698,64,16,3,207.57,2026-09-22
699,45,17,4,164.24,2026-09-22
700,55,18,1,25.75,2026-09-22
701,63,17,4,46.52,2026-09-22
702,92,13,9,137.16,2026-09-22
703,33,6,1,72.53,2026-09-22
704,4,16,4,389.16,2026-09-22
705,47,15,6,259.62,2026-09-22
706,78,9,7,516.6,2026-09-22
707,90,20,5,85.3,2026-09-22
708,61,3,2,20.92,2026-09-22
709,77,13,1,76.67,2026-09-22
710,70,13,1,52.3,2026-09-22
711,51,19,5,280.45,2026-09-22
712,42,14,3,96.66,2026-09-22
713,26,5,3,189.66,2026-09-22
714,93,20,5,157.9,2026-09-22
715,49,10,5,117.8,2026-09-22
716,64,4,5,345.95,2026-09-22
717,70,7,4,209.2,2026-09-22
718,39,3,2,107.26,2026-09-22
719,1,4,8,212.08,2026-09-22
720,70,14,9,470.7,2026-09-22
721,60,20,9,560.34,2026-09-22
722,24,4,9,831.15,2026-09-22
723,85,12,8,171.52,2026-09-22
724,30,7,6,118.26,2026-09-22
725,35,14,7,207.62,2026-09-22
726,10,10,6,568.8,2026-09-22
727,89,12,6,275.34,2026-09-22
728,73,11,4,67.12,2026-09-22
729,84,11,2,25.5,2026-09-22
730,57,4,5,455.2,2026-09-22
731,50,7,1,63.18,2026-09-22
732,70,11,2,104.6,2026-09-22
733,20,15,8,133.68,2026-09-22
734,48,10,7,689.57,2026-09-22
